EOS,Potential,E0,E0_err,V0,V0_err,B,B_err,BP,BP_err,ForceRMSE,EnergyRMSE,L0
murnaghan,GAP,-3.7456870030319953,1.3946015423401306e-06,16.568172343154625,0.0003914550677862944,72.19173240518651,0.0009277452631061767,4.354584171635978,0.008378814561251191,5.487075723917067e-06,0.0045053922502933715,4.046792388654215
birch,GAP,-3.747544575884127,1.4125514213865768e-06,16.56234469202775,0.000398328585212304,75.12504803661487,0.0010997490252247053,4.312860156248273,0.007934070124238609,5.487075723917067e-06,0.0045053922502933715,4.046317863648562
birchmurnaghan,GAP,-3.747544575975348,1.412551289888055e-06,16.562344711313816,0.0003983285509171386,75.1250477693152,0.0010997491894481515,4.3128600716885295,0.007934069984132305,5.487075723917067e-06,0.0045053922502933715,4.046317865219142
